,Date,Item,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall class,Year,Month,Recall Category
3448,2018-10-19,  buddy Disposable Set (2018-09-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3449,2018-10-19,  Dimension Sample Probe Cleaner (2018-09-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3450,2018-10-19,  Cobas e411 Immunoassay Analyzer (2018-09-24) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3451,2018-10-19,  Overhead Lift Roomer S and Altair (2016-07-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3452,2018-10-19,  Stimuplex Ultra 360 Insulated Echogenic Needle and Ultraplex 360 Non-Stimulating Echogenic Needle (2018-09-24) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3453,2018-10-19,  Honeywell Laser Aid Disposable Eyepatch (2018-08-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3454,2018-10-19,  RayStation (2018-09-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3455,2018-10-19,  Pruitt F3-S Polyurethane Outlying Carotid Shunt (2018-10-01) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3456,2018-10-19,  Artis zee Ceiling System (2018-10-03) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3457,2018-10-19,  Eltrac 471 II (2016-12-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3458,2018-10-19,  Parietex Composite Parastomal Mesh (2018-10-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2018,October,Health product
3459,2018-10-19,"  Kerlix 100% Bandage Cotton Large, Kerlix AMD Antimicrobial Large Roll, DERMACEA Fluff Roll, and Kerlix Gauze Large Roll (2018-08-07) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3460,2018-10-19,"  Various B.Braun Medical Inc's Catheter Connector, Nerve Block Sets, Epidural Catheter Sets, Epidural Catheter Tray and Epidural Sets (2018-08-14) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3461,2018-10-19,  Tremoflo C-100 Airwave Oscillometry System (2018-09-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3462,2018-10-19,  StageOne Hip Cement Spacer Mold with Reinforcement 9 x 125 mm 51 mm (2018-09-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3463,2018-10-19,  StartVPS Clear Bite (4-pack) (impression material) (2018-09-23) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3464,2018-10-19,  ARTIS pheno (2018-09-20) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3465,2018-10-19,  HydroMARK Breast Biopsy Marker (2018-09-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3466,2018-10-19,"  BD FocalPoint GS Review Station, Slide Profiler, and FocalPoint Slide Profiler (Refurbished) (2018-09-20) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3467,2018-10-19,  Zilver 518 and 635 Biliary Stent (2018-09-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3468,2018-10-19,  Argus II Retinal Prosthesis Kit (2018-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3469,2018-10-19,  Beckman Coulter DxC 700 AU Clinical Chemistry Analyzer (2018-06-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3470,2018-10-19,"  Atellica CH 930, IM 1300, and IM 1600 Analyzer (2018-09-30) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3471,2018-10-19,  BD PCEA Administration Set (2018-10-01) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3472,2018-10-18,"  Unauthorized ""Surfaz-SN Triple Action Cream"" seized from Mississauga store may pose serious health risks ",Important Safety Information,1.0,Drugs,Health Canada,General Public,public advisory,,2018,October,Health product
3473,2018-10-12,  Abiet Distributions Product Recall (2018-10-12) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3474,2018-10-12,  Health Canada reminds Canadians of the risks of decorative contact lenses ,Important Safety Information,1.0,Medical Device,Health Canada,General Public,information update,,2018,October,Health product
3475,2018-10-05,  SYNCHRON Systems Lipase (LIP) Reagent (2018-09-11) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3476,2018-10-05,  Alinity i Processing Module (2018-09-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3477,2018-10-05,  Digital Diagnost (2018-09-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3478,2018-10-05,  FilmArray Blood Culture Identification Panel (BCID) Panel (2018-09-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3479,2018-10-05,"  Dimension Vista Lipase (LIPL), Dimension Clinical Chemistry, EXL and Xpand System - Lipase Flex (LIPL) Assay (2018-09-13) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3480,2018-10-05,"  ONLINE DAT Amphetamines II for Roche Hitachi 917 and Modular P Analyzers, ONLINE DAT Amphetamines II For Cobas Integra and Amphetamines II (AMPS2) (2018-08-31) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3481,2018-10-05,  Neuro Omega system (2018-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3482,2018-10-05,  CentriMag Motor (2018-09-05) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2018,October,Health product
3483,2018-10-05,  BonD-MaX and BOND-III System (2018-09-13) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3484,2018-10-05,"  Solar 8000M/I System - Patient Monitor, Solar 9500 Information Monitor, and Dash 3000/4000/5000 Patient Monitor (2018-09-20) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3485,2018-10-05,  Millennium MG System and Millennium MyoSIGHT Cardiology Imaging System (2018-09-17) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3486,2018-10-05,  Zenith Alpha Abdominal Endovascular Graft (2018-09-17) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3487,2018-10-05,"  AirLife Arterial Blood Gas (ABG) Sampling Aspirators, Micro and Quick AGB Samplers (2018-04-09) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,October,Health product
3488,2018-10-04,  Osurnia gel (2018-10-04) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3489,2018-10-03,  PMS-Solifenacin 5mg Tablet (2018-10-03) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2018,October,Health product
3490,2018-10-02,  Health Canada finds Zhejiang Huahai Pharmaceuticals site non-compliant with requirements for the manufacture of drug ingredients ,Other,1.0,Drugs,Health Canada,General Public,information update,,2018,October,Health product
3491,2018-09-28,"  Giraffe, Panda Freestanding, and Panda iRes Warmer (2018-09-10) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3492,2018-09-28,  RADREX-i (2018-09-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3493,2018-09-28,  O-Arm 1000 Imaging System (2018-09-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3494,2018-09-28,"  Instrument Arm Drape, Disposable Accessory Kit, 3-Arm and 4-Arm (2018-08-31) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3495,2018-09-28,  HeartWare Ventricular Assist System - HeartWare Controller (2018-08-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3496,2018-09-28,  Female Luer Lock (2018-09-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2018,September,Health product
3497,2018-09-28,  IVES Disposable Conductive Plastic EEG Electrode CPE-23/D (2018-09-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3498,2018-09-28,  Single-Use Colpo-Pneumo Occluder (2018-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3499,2018-09-28,  Tosoh AIA 360 Analyzer (2018-08-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3500,2018-09-28,  Entroy Pool Lift (2018-03-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3501,2018-09-28,  Altrix Precision Temperature Management System (2018-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3502,2018-09-28,  Activa PC+S Implantable Neurostimulator (INS) (2018-08-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3503,2018-09-28,  TiLite Manual Wheelchair (2018-09-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3504,2018-09-28,  Sokinox No Delivering And Monitoring System (2018-09-14) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3505,2018-09-28,  CooperSurgical Single-Use Elastic Stays (2018-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3506,2018-09-28,  HydroSet Injectable HA Cement (2018-09-17) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3507,2018-09-28,  EpiPen and EpiPen Jr auto-injectors may stick in their carrier tube ,Important Safety Information,1.0,Drugs,Health Canada,General Public,public advisory,,2018,September,Health product
3508,2018-09-28,  Empack Spraytech Product Recall (2018-09-28) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3509,2018-09-28,  Compliments Sunscreen Lotion 30 SPF Sport (2018-09-28) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3510,2018-09-25,  Health Canada reminds Canadians to consult a health professional before using high-concentration hydroquinone products ,Important Safety Information,1.0,Drugs,Health Canada,General Public,information update,,2018,September,Health product
3511,2018-09-20,  Health Canada warns consumers to not use health products containing the potentially dangerous chemical DNP ,Important Safety Information,1.0,Drugs,Health Canada,General Public,public advisory,,2018,September,Health product
3512,2018-09-18,  TECENTRIQ® (atezolizumab) - Risk of Immune-Related Nephritis ,Important Safety Information,1.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2018,September,Health product
3513,2018-09-17,  Mitek Screw and Washer Depth Gauge (2018-08-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3514,2018-09-17,"  Various Roche Detection, Amplification Kits and Primary Antibody (2018-08-16) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3515,2018-09-17,  VITROS ECI Immunodiagnostic Products Vitamin B12 Reagent Pack Controls & CA (2018-08-31) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3516,2018-09-17,"  Lipase OSR6x30, Uric Acid OSR6x98, and Enzymatic Creatinine OSR6x204 (2018-08-27) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3517,2018-09-17,  DSX- Revelation software 6.08-6.28 (2018-08-03) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3518,2018-09-17,  Leica M525 F20 Microscope Systems (2018-08-17) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3519,2018-09-17,  Occlutech Sizing Balloon (2018-08-31) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3520,2018-09-17,"  Unipolar Adapter 5 mm, Unipolar Adapter 6mm, Bi Polar Adapter, Cap and Sleeve Kit, and BiPolar Lead, 25CM, BiPolar lead 54CM (2018-08-31) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3521,2018-09-17,  syngo Dynamics (2018-08-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3522,2018-09-17,  Taro-Tramadol 300mg Tablet (2018-09-17) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3523,2018-09-13,  Health Canada advises of a second impurity linked to recalled valsartan drugs ,Other,1.0,Drugs,Health Canada,General Public,information update,,2018,September,Health product
3524,2018-09-12,  Tromboject 1% and 3% (sodium tetradecyl sulfate) with Visible Particles - Update on the Use of Medical Grade Filters ,Important Safety Information,1.0,Drugs,Health Canada,Healthcare Professionals,health professional risk communication,,2018,September,Health product
3525,2018-09-11,  Marvelon 28 birth control pills: Packages do not contain day-of-the-week stickers ,Important Safety Information,1.0,Drugs,Health Canada,General Public,public advisory,,2018,September,Health product
3526,2018-09-11,  Florinef 0.1mg Tablet (2018-09-11) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3527,2018-09-11,  Overwaitea Acetaminophen 300mg with 15mg Caffeine & 8mg Codeine Phoshate Tablet (2018-09-11) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3528,2018-09-10,  Health Canada updates Canadians on estimates of health risks for recalled valsartan drugs containing NDMA ,Important Safety Information,1.0,Drugs,Health Canada,General Public,information update,,2018,September,Health product
3529,2018-09-07,  Oxylog 3000 (2018-07-24) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3530,2018-09-07,  Paradigm Insulin Infusion Pumps Remote Programmer (2018-08-13) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3531,2018-09-07,  Hexapod Strut (2018-08-17) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3532,2018-09-07,  Cellex Photopheresis System (2018-08-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3533,2018-09-07,  Med-Rx Epidural Anesthesia Kit (2018-08-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3534,2018-09-07,  Remel Selective Rapid Urea (2018-08-21) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3535,2018-09-07,"  Ovation, Ovation Prime, and Ovation IX Abdominal Stent Graft System (2018-08-30) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3536,2018-09-07,  Ambu Aura40 Standard Reusable Laryngeal Mask (2018-08-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3537,2018-09-07,  CyPass Micro-Stent Model 241 (2018-08-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2018,September,Health product
3538,2018-09-07,"  AK 98, 115V BIO/ AK 98, 115V SELF-CARE and AK98 V2 115V BIO VERSION / AK 98 V2 115V BIO SELF CARE (2018-08-29) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2018,September,Health product
3539,2018-09-07,  Sickledex (2018-08-17) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3540,2018-09-07,  Polyflux Revaclear Max Dialyzer (2017-12-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3541,2018-09-07,  ViaValve Safety I.V. Catheter (2018-08-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3542,2018-09-07,  EVIS EXERA and EVIS 140 Video System - Duodenovideoscope (2018-08-14) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3543,2018-09-07,  Siemans Dimension Software Version 10.2.2 (2018-06-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3544,2018-09-07,"  TrueBeam, TrueBeam STx, and TrueBeam Edge (2018-08-22) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,September,Health product
3545,2018-09-05,  Hydroval Ointment 0.2% (2018-09-05) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2018,September,Health product
3546,2018-09-01,  Multiple “Dr. King’s” homeopathic and “Natural Pet” veterinary products recalled due to potential microbial contamination ,Microbial Contamination/Contamination,1.0,Natural Health Products,Health Canada,General Public,public advisory,,2018,September,Health product
3547,2018-08-31,  Thermablate Disposable Cartridge and Thermablate Treatment Control Unit Kit (2018-07-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3548,2018-08-31,  ProTaper GOLD F1 21mm (2018-08-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3549,2018-08-31,  Mammotome Revolve Stereotactic Prob and Mammotome Revolve Ultrasound Probes (2018-06-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3550,2018-08-31,  HEMA-TEK Slide Stainer - Stain Pak - Modified Wright's Stain and Wright-Giemsa Stain (2018-08-13) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3551,2018-08-31,"  Thio med w/ dex, hem, vit k (10mL) (2018-08-13) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3552,2018-08-31,  TempSure Vitalia (2018-08-13) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3553,2018-08-31,  Multi-Drug Screen Test ECO II Cup (2018-08-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3554,2018-08-31,  VITROS 5600 Integrated System (2018-08-20) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3555,2018-08-31,  DX-D 600 (2018-08-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3556,2018-08-31,"  Philips SureSigns VM4, VM6, VM8, VS3, VSV (Vital Signs Viewer) Central Station, VS2 Vital Signs Monitor, and VS4 Vital Signs Monitor System - Vital Signs Monitor (2018-07-04) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3557,2018-08-31,  DMEM (2018-06-14) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3558,2018-08-31,  Parapost Plus Ti5 (2018-08-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3559,2018-08-31,  Heartstart Defibrillation Pads (2018-08-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3560,2018-08-31,  uTASWako DCP and uTASWako AFP-L3 (2018-07-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3561,2018-08-31,  Citadel Plus (2018-08-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3562,2018-08-31,  Optical Surface Monitoring System (OSMS) (2018-08-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3563,2018-08-30,  Ecotrends Ecologics Products Recall (2018-08-30) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3564,2018-08-29,  EpiPen (epinephrine USP) Auto-Injector - Interim Order allowing the importation of AUVI-Q in response to shortages of EpiPen and EpiPen Jr ,Important Safety Information,1.0,Drugs,Health Canada,Healthcare Professionals,health professional risk communication,,2018,August,Health product
3565,2018-08-29,  Magnesium-45 0.5-4.5 (2018-08-29) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,,2018,August,Health product
3566,2018-08-29,  Vita Health Products Recall (2018-08-29) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3567,2018-08-27,"  Several unauthorized products seized from Vitality Health Foods in Drayton Valley, AB, may pose serious health risks ",Important Safety Information,1.0,Drugs,Health Canada,General Public,public advisory,,2018,August,Health product
3568,2018-08-27,  FlashBuster (2018-08-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3569,2018-08-24,"  Tapered Ridge Expanders, 4.6mm (2018-04-26) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3570,2018-08-24,  Tissue-Tek AutoSection Automated Microtome (2018-07-11) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3571,2018-08-24,  EZ Single Cytofunnel Brown (2018-07-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3572,2018-08-24,  sterEOS Workstation System and EOS 2D/3D Workstation (2018-08-01) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3573,2018-08-24,  Multix Fusion Digital (2018-08-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3574,2018-08-24,  Ysio Max (2018-08-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3575,2018-08-24,  LIAISON Control Measles IgM (2018-08-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3576,2018-08-24,  Alinity Ci-Series System Control Module (2018-08-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3577,2018-08-24,  Ysio Radiography X-Ray System - Full Motorized (2018-08-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3578,2018-08-24,  CAPNOSTREAM 20 AND CAPNOSTREAM 20P (2018-07-31) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3579,2018-08-20,  Drug and Alcohol Use During Orientation Week ,Important Safety Information,1.0,Drugs,Health Canada,General Public,information update,,2018,August,Health product
3580,2018-08-18,"  Expansion of recall of valsartan drugs to include additional lots, as a precaution ",Important Safety Information,1.0,Drugs,Health Canada,General Public,information update,,2018,August,Health product
3581,2018-08-17,  Carestation 650 (2018-07-24) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3582,2018-08-17,  Panocell-10 (2018-07-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3583,2018-08-17,  da Vinci S/Si and da Vinci X/Xi EndoWrist 8mm Monopolar Curved Scissors (2018-08-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3584,2018-08-17,  Artis Q and Artis Q.Zen (2018-07-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3585,2018-08-17,"  STA System - Analyzers (Class 2), STA and STA-R Evolution System - Coagulation System - Prothrombin Time, STA Satellite - Neoplastine CL and Neoplastine CL (Thromboplastin) (2018-07-18) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3586,2018-08-17,  T2 Proximal Humeral Nail System - Long Nail (2018-06-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3587,2018-08-17,  SOMATOM Force (2018-08-02) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3588,2018-08-17,"  RAPIDPoint 405, 500 and RAPIDLab 1245 Blood Gas Analyzer (2018-07-24) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3589,2018-08-17,"  Legacy 3 Implant SBM 5.2mmDx16mmL, 4.5mmD platform (2018-08-10) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3590,2018-08-17,  Fluorocell PLT (2018-07-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3591,2018-08-17,  Cobas 6500 U601 Urinalys system-Urine Analyzer and Cobas U701 Microscopy Analyzer (2018-07-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3592,2018-08-17,  PRO-NOX Nitrous Oxide Delivery System (2018-05-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3593,2018-08-17,  MOSAIQ (2018-08-03) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
3594,2018-08-17,  MESORB (2018-06-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2018,August,Health product
3595,2018-08-17,  IH-COM Kit (2018-08-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2018,August,Health product
