,Date,Item,Issue,Nb_affected_models,Category,Published by,Recall type,Audience,Year,Month,Recall Category
946,2019-03-07,  Tweed Inc. recalls one lot of LBS Sunset (Indica) dried cannabis ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,March,Consumer product
947,2019-03-06,  Y.M. Inc recalls Urban Kids Girls Graphic Pajama Long Sleeve Shirts ,Fire Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,March,Consumer product
948,2019-03-06,  Dorel Home Canada recalls Cosco Vinyl Folding Chair ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,March,Consumer product
949,2019-03-05,  Bedbugs: Don't bring them back from your vacation ,Important Safety Information,1.0,Other,Health Canada,information update,General Public,2019,March,Consumer product
950,2019-03-05,"  Updated Recall: Prizer-Painter Stove Works, Inc. recalls BlueStar and Big Chill Brand Gas Ranges and Wall Ovens ",Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,March,Consumer product
951,2019-03-04,  CVB Incorporated recalls LUCID Folding Mattress ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,March,Consumer product
952,2019-02-25,  Brookstone Big Blue Party™ Indoor/Outdoor Wireless Speakers ,Product Safety,1.0,Electronics,Health Canada,consumer product recall,General Public,2019,February,Consumer product
953,2019-02-22,  IKERE Limited recalls ZOOCCHINI UPF50+ Baby Cover up ,Flammability Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,February,Consumer product
954,2019-02-21,  Shearwater Research Inc. recalls Yellow Scuba Tank Pressure Transmitters ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,February,Consumer product
955,2019-02-19,"  Swing Paints, Ltd. recalls Klenk's Sol-V, Klenk's Super Sol-V and Klenk's Mineral Spirits ",Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,February,Consumer product
956,2019-02-19,  Crown Chemical Products Inc. recalls Citrus Power Cleaner/Degreaser 4 L ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,February,Consumer product
957,2019-02-19,  The Foundry recalls By the Fire Hearth Products Gas Fireplace Glass Cleaner ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,February,Consumer product
958,2019-02-18,"  Medline Canada, Corp. recalls certain lots of Remedy Phytoplex Nourishing Skin Cream ",Product Safety,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2019,February,Consumer product
959,2019-02-12,  Vinyl Works Canada recalls Gated Pool Combo Entry System ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,February,Consumer product
960,2019-02-11,  Canadian Tire Corporation recalls Home Collections Round PTC Heater ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,February,Consumer product
961,2019-02-08,  Kyte BABY LLC recalls Kyte BABY Sleep Bag Walkers ,Flammability Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,February,Consumer product
962,2019-02-06,  Crate and Barrel Canada recalls Holiday Bear Acrylic Milk Bottle ,Laceration Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,February,Consumer product
963,2019-02-05,  RH recalls Metal-Wrapped Coffee Tables ,Physical Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,February,Consumer product
964,2019-02-04,  Gris Souris Accessoires recalls Pacifier Clips ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,February,Consumer product
965,2019-02-04,  Aurora Cannabis Enterprise Inc. recalls two lots of Aurora cannabis products ,Other,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,February,Consumer product
966,2019-01-30,  Kubota Canada LTD. recalls Zero Turn Mowers ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2019,January,Consumer product
967,2019-01-29,  CannTrust recalls one lot of Liiv THC Cannabis Oil ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,January,Consumer product
968,2019-01-29,  Kidzdistrict recalls Oribel Cocoon High Chair ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,January,Consumer product
969,2019-01-25,  Husqvarna recalls certain Husqvarna Brand Walk Behind Mowers ,Burn Hazard,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2019,January,Consumer product
970,2019-01-24,"  Kubota Canada Ltd. recalls coolant tank caps for various Ride-On Mowers, Utility Tractors and Zero Turn Mowers ",Burn Hazard,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2019,January,Consumer product
971,2019-01-22,  PurpleAir recalls PowerStream power supplies for PA-II and PA-II-SD air quality sensors ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2019,January,Consumer product
972,2019-01-21,  John Deere recalls some Attachment Kits for Snow Blowers and 52 Inch Brooms that were sold without manuals ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2019,January,Consumer product
973,2019-01-18,  Mustang Survival ULC recalls certain MRV170 Swiftwater Rescue Vests ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,January,Consumer product
974,2019-01-18,  Conair Consumer Products ULC recalls Cuisinart Vertical Waffle Iron ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,January,Consumer product
975,2019-01-17,  Updated Recall: HP Inc. Canada recalls Third-party Lithium-ion Batteries in Notebook Computers and Mobile Workstations ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2019,January,Consumer product
976,2019-01-17,  SRAM recalls three-speed internal gear hub with coaster brake ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,January,Consumer product
977,2019-01-17,  JumpSport recalls Manuals for Folding Mini-Trampolines ,Physical Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,January,Consumer product
978,2019-01-16,  TJX Canada recalls Aroma Home brand USB Heated Hotties ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,January,Consumer product
979,2019-01-15,  Expanded recall: Shermag recalls Harrison convertible 4 in 1 crib ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,January,Consumer product
980,2019-01-15,  Midwest-CBK recalls Midwest Gift brand Baby Rattle Socks ,Choking Hazard,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2019,January,Consumer product
981,2019-01-15,"  Specialized Bicycle Components Canada, Inc. recalls select Specialized-Branded Bicycles with Steerer Tube Collars ",Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,January,Consumer product
982,2019-01-11,  Up Cannabis Inc. recalls one lot of Eldo dried cannabis ,Product Quality,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,January,Consumer product
983,2019-01-10,  Stanley Black & Decker Canada Corp. recalls DEWALT DWD110 and DWD112 variable speed reversing drills ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,January,Consumer product
984,2019-01-03,  Dollarama recalls MONTOY Little Princess Doll ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,January,Consumer product
985,2019-01-03,  Loblaw Companies Limited recalls Life at Home® 50 Count Indoor LED Microdot Icicle Lights ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,January,Consumer product
986,2019-01-03,  Norwex Canada Recalls Bathroom Cleaner ,Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,January,Consumer product
987,2018-12-31,  Woodlot Shop Inc. recalls 13.5 oz Candles ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
988,2018-12-27,"  Reliance Products Ltd. Recalls Bio-Green Digester, Bio-Blue Fluid and Bio-Blue Toilet Deodorant ",Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,December,Consumer product
989,2018-12-24,  Bonify recalls 14 lots of dried cannabis products ,Product Quality,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2018,December,Consumer product
990,2018-12-20,  Miles Industries Ltd. recalls H5 Series Fireplaces ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
991,2018-12-20,  Navien Inc. recalls Propane Conversion Kit for Condensing Tankless Water Heater and Combination Boiler ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
992,2018-12-20,  Loblaw Companies Limited recalls Joe Fresh® Baby Girls' Running Shoe ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,December,Consumer product
993,2018-12-19,  Nature's Ultimate recalls Nature's Ultimate - Concentrated Cleaner 1.9L (64 fl. oz) ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,December,Consumer product
994,2018-12-19,  CLS Sales Inc. recalls Wood Pull Back Plane ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,December,Consumer product
995,2018-12-19,"  The Manhattan Toy Company recalls ""Find the Bear"" Soft Books ",Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,December,Consumer product
996,2018-12-19,"  Lifetone Technology, Inc. recalls Lifetone HLAC151 Bedside Fire Alarm and Clock ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
997,2018-12-18,  Princess Auto Ltd. Recalls Valley Sportsman 9.5 Litre Propane Fish Fryer ,Burn Hazard,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2018,December,Consumer product
998,2018-12-17,  Cannabis and Alcohol Use During the Holidays ,Other,1.0,Cannabis/Vaping/Tobacco products,Health Canada,information update,Healthcare Professionals,2018,December,Consumer product
999,2018-12-17,  Giant Tiger recalls 6.5 foot Pre-Lit Noble Pine Tree ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1000,2018-12-13,  Dell Inc. recalls Hybrid Adapter sold with power bank ,Electrical Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1001,2018-12-13,  Expanded Recall: TJX Canada recalls Various Casa Décor Brand Glass Knobs ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1002,2018-12-12,  dormakaba USA Inc. recalls Stanley Commercial Hardware Locksets ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1003,2018-12-12,  White-Rodgers recalls First-Generation Emerson branded Sensi Wi-Fi Thermostats ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1004,2018-12-12,  Nettoyants Lemieux recalls Concentrated Dishwasher Powder ,Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1005,2018-12-11,  Health Canada Reminds Canadians of Holiday Safety Tips ,Product Safety,1.0,Children's Products,Health Canada,information update,General Public,2018,December,Consumer product
1006,2018-12-11,"  International Lubricants, Inc. recalls Kool-It® Evaporator and Heater Foam Cleaner ",Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1007,2018-12-07,  Bonify recalls 2 lots of dried cannabis products ,Product Quality,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1008,2018-12-07,  Strawberry-flavoured acetaminophen infant oral drops in 24 mL bottles recalled because of defective child-resistant safety caps ,Other,1.0,Other,Health Canada,public advisory,General Public,2018,December,Consumer product
1009,2018-12-07,  Pois et Moi recalls certain Pacifier Clips ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1010,2018-12-06,  Expanded Recall: Skip Hop expands recall on Tuo Convertible High Chairs ,Fall Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1011,2018-12-06,  Formula Brands Inc. recalls Betty Crocker Single Serve Pod Coffee Maker ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1012,2018-12-06,  Princess Auto recalls Powerfist Drywall Hoist ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1013,2018-12-05,  Talc - Potential Risk of Lung Effects and Ovarian Cancer ,Important Safety Information,1.0,Children's Products,Health Canada,health professional risk communication,Healthcare Professionals,2018,December,Consumer product
1014,2018-12-04,"  Signature Hardware recalls wall-mounted, folding teak shower seats ",Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1015,2018-12-04,"  The Children's Place recalls Newborn Rosebud, Sophy White Floral, and Ladybug Jazzberry Snowsuits ",Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1016,2018-12-03,"  Mammut Sports Group, Inc. recalls Generation 3.0 Avalanche Airbag ",Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,December,Consumer product
1017,2018-11-30,  RedeCan recalls one lot of B.E.C. dried cannabis ,Product Quality,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1018,2018-11-29,  MPS Canada Corporation recalls various Consumer chemical products in pressurized containers ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1019,2018-11-28,  CLS Sales Inc. recalls Wind Up Fish & Lion Toys ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1020,2018-11-27,  ÖHLINS RACING AB recalls Front Air Suspension Bicycle Forks ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1021,2018-11-27,  IKEA Canada recalls GLIVARP frosted white extendable dining tables ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1022,2018-11-23,  Canadian Tire recalls Mastercraft 5 Gallon Air Compressor ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1023,2018-11-21,  VaperBC recalls 100 mg Nicotine Base Liquid Nicotine ,Poisoning Hazard,1.0,Specialized Products,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1024,2018-11-21,  Safe Shopping on Black Friday and Cyber Monday ,Product Safety,1.0,Children's Products,Health Canada,information update,General Public,2018,November,Consumer product
1025,2018-11-19,  Indigo Books & Music Inc. and American Girl recall American Girl WellieWishers Magic Theater Play Tent ,Fire Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1026,2018-11-19,  Dollarama recalls MONTOY Doll and Toy Furniture Set ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1027,2018-11-15,  MPS Canada Corporation recalls various Cosmetic products in pressurised containers ,Product Safety,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1028,2018-11-15,  LÍLLÉbaby recalls Active Baby Carriers ,Fall Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1029,2018-11-15,  Bouclair Inc. recalls Fabric and Rubberwood Barstools ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1030,2018-11-15,  Vanpak Limited recalls various Cosmetic products in pressurised containers. ,Product Safety,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1031,2018-11-14,  Waupaca Elevator Company recalls certain Custom Lift Residential Elevators ,Physical Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1032,2018-11-09,  First Choice Vapor recalls Unflavoured 100 mg Nicotine Base E-Liquids ,Poisoning Hazard,1.0,Specialized Products,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1033,2018-11-07,  Murray Wholesale Cash & Carry recalls King Universal Butane Fuel ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1034,2018-11-07,  Nature's Ultimate recalls NuWrench and NuStainless Products ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1035,2018-11-05,  Health Canada identifies labelling concerns with certain wood finishing products ,Other,1.0,Hobby And Craft Items,Health Canada,information update,General Public,2018,November,Consumer product
1036,2018-11-05,  Vanpak Limited recalls David Ross Extra purified Butane gas ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1037,2018-11-05,  Home Hardware Stores Ltd. Recalls Benchmark Step Ladder with Tray ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1038,2018-11-05,  STIHL Limited recalls STIHL MSA 161 T Battery Operated Arborist Chain Saw ,Laceration Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1039,2018-11-02,  Brin de Folie recalls Wind-up Racoon Toys ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1040,2018-11-01,  Stanley Black & Decker Canada Corp. recalls certain Porter-Cable and Black & Decker hammer drills ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,November,Consumer product
1041,2018-10-30,  Mountain Warehouse Limited recalls BPA-Free Printed Kids' Water Bottles ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1042,2018-10-25,  Information Update - Staying Safe on Halloween ,Other,1.0,Children's Products,Health Canada,information update,General Public,2018,October,Consumer product
1043,2018-10-25,  CB2 recalls Colby Lacquered Wood and Glass Ceiling Pendant Light ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1044,2018-10-25,  BLL Enterprises Inc. recalls Fluid Film Rust & Corrosion Protection Aerosol ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1045,2018-10-25,"  i play., inc. recalls Flower Rattle ",Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1046,2018-10-24,  U-Pol Inc. recalls Automotive Repair and Refinish Products ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1047,2018-10-24,  Cub Cadet LLC recalls Cub Cadet RZT SX EFI Zero-Turn Riding Mower ,Fire Hazard,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1048,2018-10-23,  Zeagle recalls Sport Buoyancy Control Device Inflators ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1049,2018-10-23,  Shimano North America recalls Lazer Bicycle Helmets ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1050,2018-10-19,  Dollarama recalls Craft Dough toys ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1051,2018-10-19,  Core Health & Fitness recalls Stairmaster® 8G Gauntlet Stepmill Machines ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1052,2018-10-19,"  Crate and Barrel Canada, Inc. recalls Josephine Floor Mirrors ",Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1053,2018-10-18,  Flushmate® recalls Flushmate II 501-B Pressure-Assisted Flushing Systems ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1054,2018-10-18,  Ryerson Canada and Vista Railings Systems Inc. recall Various ProBuilt Aluminum Deck Railing Posts ,Product Safety,1.0,Specialized Products,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1055,2018-10-18,  Hydrolevel Company recalls HydroStat 3000 Controllers for Slant/Fin VSPH Boilers ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1056,2018-10-18,"  Mom Life Market recalls 10"" & 16"" Personalized Stuffed Plush Bunnies ",Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1057,2018-10-18,  CTG recalls Friction Powered School Bus ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1058,2018-10-16,  Abond Group Inc. recalls Tubeez Baby Bath Support ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1059,2018-10-15,  Dollar Novelty (Karapelle Inc) recalls Barrel-O-Slime Toy ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1060,2018-10-15,  Toy Land Company recalls Boom Boom Chems Slime and Putty ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1061,2018-10-11,  Cooper Lighting LLC Recalls All-Pro and Defiant Solar/Battery Powered Light Fixtures ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1062,2018-10-11,  Lester Electrical recalls Links Series Chargers ,Burn Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1063,2018-10-10,  Spiraledge Inc. recalls Backless Yoga Chair ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1064,2018-10-10,  BSN SPORTS recalls Rubber Critter Toys ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1065,2018-10-09,"  TerraTrike recalls Rambler x16, Rambler All Terrain and Rambler E.V.O. Adult Tricycles ",Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1066,2018-10-09,  Essity Professional Hygiene North America LLC recalls Tork Foam Soap Extra Mild SKU ,Microbial Contamination/Contamination,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1067,2018-10-09,  MDV Sports Canada recalls Marker Kingpin Ski bindings ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1068,2018-10-05,"  Kaz Canada, Inc. Recalls Stinger BK Series Insect Zappers ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1069,2018-10-02,  Garderie Dépôt recalls Dream on Me Portable Cribs ,Fall Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,October,Consumer product
1070,2018-09-28,  EQ3 recalls Arie Chair ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1071,2018-09-27,  General Finishes Recalls Outdoor Oil ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1072,2018-09-26,  IKEA Canada recalls CALYPSO Ceiling Lamps ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1073,2018-09-26,  Boy Story LLC recalls Action Dolls ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1074,2018-09-25,  Daiso Holdings Ltd. recalls Daiso Brand Consumer Chemical Products ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1075,2018-09-20,  Cybex International Inc. Recalls Cybex Smith Press ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1076,2018-09-20,  Siu & Sons Int'l Trading recalls Color Fantastik® Assorted Rubber Animal Toys ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1077,2018-09-19,  Imagine+ recalls Minyore Aircraft ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1078,2018-09-19,  TJX Canada recalls Casa Décor Brand Mercury Glass Crackling Knobs ,Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1079,2018-09-19,  Exclusive Brands and iSweet recall Kidsmania Bubble Dozer ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1080,2018-09-18,  Xtava recalls Allure and Allure Pro 2200W ionic ceramic hair dryers ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1081,2018-09-18,  Les Distributions Orca Lite Inc. recalls FLEXI LIGHT multi-purpose utility lighters ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1082,2018-09-11,"  Prizer-Painter Stove Works, Inc. recalls BlueStar and Big Chill Brand Gas Ranges and Wall Ovens ",Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1083,2018-09-11,"  Radagast Pet Food, Inc. recalls various Rad Cat Raw Diet Pet Food ",Microbial Contamination/Contamination,1.0,Other,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1084,2018-09-11,  Emerson Electric Canada Limited recalls RIDGID NXT 6 Gallon and 9 Gallon Wet/Dry Vacuum Cleaners ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1085,2018-09-10,  Jay Trends Inc. recalls Tempered Glass of the Sunbeam Linear Fire Table ,Laceration Hazard,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1086,2018-09-10,  Kangaroo Manufacturing Inc. recalls Kangaroo's Super Cool Slime ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1087,2018-09-07,  Jacent recalls Crave Party Candles ,Flammability Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1088,2018-09-06,  TJX Canada recalls Swivel Barstools ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1089,2018-09-05,  Burton recalls Step On Snowboard Boots ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1090,2018-09-05,  Hawthorne Hydroponics LLC recalls Ideal-Air 175 pint Industrial Grade Humidifiers ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1091,2018-09-04,  Osmo Wood and Colour Canada Ltd. recalls Various Wood Finishing Products ,Fire Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,September,Consumer product
1092,2018-08-30,  Great Canadian Dollar Store recalls Lobster Plush Toys ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1093,2018-08-30,  PetSmart Canada recalls All Living Things Reptile Strip Light Fixture ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1094,2018-08-30,  Jean Coutu Group recalls ibiZ Portable USB Wall Chargers ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1095,2018-08-27,  ELEMENT recalls boys' jackets with waist drawstrings ,Physical Hazard,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1096,2018-08-24,  Imagine+ recalls Buckyballs magnet sets ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1097,2018-08-23,  The Manhattan Toy Company recalls Pull-Back Speedy Jets ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1098,2018-08-22,  Santevia Water System Inc. recalls PureEasy Shower Filter ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1099,2018-08-21,  Clean Republic recalls Hill Topper Electric Bike Motor Controllers ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1100,2018-08-21,"  Confer Plastics, Inc. recalls Curve Pool Step Systems ",Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,August,Consumer product
