,Date,Item,Nb_affected_models,Category,Published by,Audience,Recall class,Recall type,Year,Month,Recall Category,Sub Issue,Food_Issue
803,2019-09-13,  McCain brand Extra Crunchy Tater Crisps recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,September,Food,Extraneous Material,Extraneous Material
804,2019-09-13,  QQ Fish brand Mushroom Fish Ball due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2019,September,Food,Allergen - Egg,Allergen
805,2019-09-13,  Abbott brand Calcilo XD Powder recalled due to rancidity and off-colour ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2019,September,Food,"Chemical, Microbiological - Other, Other",Microbiological Contamination
806,2019-09-12,"  Various brands of pâtés, mousses, terrines and rillettes recalled due to Listeria monocytogenes ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2019,September,Food,Microbiological - Listeria,Microbiological Contamination
807,2019-09-12,  IQF Peas and Carrots recalled due to presence of rock and pieces of wood ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,September,Food,Extraneous Material,Extraneous Material
808,2019-09-10,  Tostitos brand Medium Salsa Con Queso recalled due to spoilage ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,September,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
809,2019-09-10,  Alasko brand IQF Peas and Carrots recalled due to presence of rocks and pieces of wood ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,September,Food,Extraneous Material,Extraneous Material
810,2019-09-06,  88 Soy & Fish brand Pre-Fried Cuttlefish Flavoured Fish Cake recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,September,Food,Allergen - Egg,Allergen
811,2019-09-05,  St-Hubert brand Chicken Breast Nuggets recalled due to presence of bone fragments ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,September,Food,Extraneous Material,Extraneous Material
812,2019-09-05,  Portofino brand Cinnamon Sugar Coffee Cake recalled due to undeclared walnuts ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,September,Food,Allergen - Tree Nut,Allergen
813,2019-09-05,  Seafood products recalled due to undeclared sesame and fish ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,September,Food,"Allergen - Fish, Allergen - Sesame Seeds",Allergen
814,2019-09-05,  Le Meilleur Enr. brand Yummies recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,September,Food,Allergen - Milk,Allergen
815,2019-09-04,  Microbrasserie Charlevoix brand Extra Strong Beer Dominus Vobiscum Triple recalled due to bursting bottles ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,September,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
816,2019-09-04,  St-Hubert brand Chicken Breast Nuggets recalled due to presence of bone fragments ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,September,Food,Extraneous Material,Extraneous Material
817,2019-08-30,  St-Hubert brand Chicken Breast Nuggets recalled due to presence of bone fragments ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,August,Food,Extraneous Material,Extraneous Material
818,2019-08-30,  Certain The Deli-Shop brand Pâtés recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,August,Food,Microbiological - Listeria,Microbiological Contamination
819,2019-08-30,"  QQ Fish brand Fish Balls, Fish Cakes, and Seafood Balls recalled due to undeclared egg ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,August,Food,Allergen - Egg,Allergen
820,2019-08-30,"  Rinag brand Chicken Samosas recalled due to stones, pieces of wood and other extraneous material ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,August,Food,Extraneous Material,Extraneous Material
821,2019-08-30,  Delmonico's Restaurant brand salad dressing recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,August,Food,Allergen - Mustard,Allergen
822,2019-08-23,  The Good Diet (TGD) brand Protein Meals recalled due to undeclared soy ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,August,Food,Allergen - Soy,Allergen
823,2019-08-23,  Rosemount brand cooked diced chicken recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,food recall warning,2019,August,Food,Microbiological - Listeria,Microbiological Contamination
824,2019-08-23,"  Western Family brand Grab N'Go - Veggie Crisps recalled due to undeclared sulphites, almond, peanut, soy and wheat ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,August,Food,"Allergen - Gluten, Allergen - Peanut, Allergen - Soy, Allergen - Sulphites, Allergen - Tree Nut, Allergen - Wheat",Allergen
825,2019-08-21,  Reuven International Ltd brand Natural Proportion Cooked Chicken Meat (Diced) and Sysco brand Natural Proportions Cooked Shredded Chicken recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,food recall warning,2019,August,Food,Microbiological - Listeria,Microbiological Contamination
826,2019-08-20,"  Krazy Dan's brand Pickled Weiners and Mild Sauce recalled due to undeclared sulphites, mustard, soy and wheat ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,August,Food,"Allergen - Gluten, Allergen - Mustard, Allergen - Soy, Allergen - Sulphites, Allergen - Wheat",Allergen
827,2019-08-20,  Grained Salmon Caviar recalled due to potential presence of dangerous bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,August,Food,Microbiological - Clostridium botulinum,Microbiological Contamination
828,2019-08-20,  Health Canada reminds Canadians of important summer food safety tips ,1.0,Not Categorized,Health Canada,General Public,Class 1,information update,2019,August,Food,Other,Other
829,2019-08-19,  London Gourmet brand Monster Snack Mix recalled due to undeclared almond ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 3,food recall warning,2019,August,Food,Allergen - Tree Nut,Allergen
830,2019-08-18,  Rosemount brand cooked diced chicken meat recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,food recall warning,2019,August,Food,Microbiological - Listeria,Microbiological Contamination
831,2019-08-16,  Heinz brand Turkey Stew baby food recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,August,Food,Extraneous Material,Extraneous Material
832,2019-08-14,  QQ Fish brand Fish Balls and Fish Cakes recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,August,Food,Allergen - Egg,Allergen
833,2019-08-14,  Easy Home Chef brand meat products recalled due to undeclared wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,August,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
834,2019-08-14,  Grained Salmon Caviar recalled due to potential presence of dangerous bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,August,Food,Microbiological - Clostridium botulinum,Microbiological Contamination
835,2019-08-14,  CFIA advises consumers to use caution with infant formula products due to potential product substitution and/or tampering ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,August,Food,Tampering,Other
836,2019-08-14,  QQ Fish brand Mushroom Fish Ball recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,August,Food,Allergen - Egg,Allergen
837,2019-08-12,  Dawn Food Products Inc. brand powdered ingredients recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 3,notification,2019,August,Food,Extraneous Material,Extraneous Material
838,2019-08-09,  West Of The 5th brand Hard Tea recalled due to bursting bottles ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,August,Food,Other,Other
839,2019-08-09,  Zaher's brand Hummus recalled due to undeclared sesame and sulphites ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,August,Food,"Allergen - Sesame Seeds, Allergen - Sulphites",Allergen
840,2019-08-08,  Stoked Oats brand Aphrodisi-Oats - Oatmeal Blend with Flax & Chia recalled due to presence of insect matter ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,August,Food,Extraneous Material,Extraneous Material
841,2019-08-07,  Lazar Yitzchok brand Glatt Kosher Beef Burgers recalled due to pieces of bone ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,August,Food,Extraneous Material,Extraneous Material
842,2019-08-07,  FV Foods brand Mini Pandeleche Milk Bun recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,August,Food,Allergen - Egg,Allergen
843,2019-08-01,  Flamingo brand Chicken Breast Fillets - Gluten Free recalled due to undeclared allergens ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,August,Food,"Allergen - Egg, Allergen - Gluten, Allergen - Soy, Allergen - Wheat",Allergen
844,2019-07-31,  Grenache brand Caramel Spread recalled due to rancidity ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,July,Food,Other,Other
845,2019-07-29,  Ryki brand Rycki Edam Cheese Slices recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Microbiological - Listeria,Microbiological Contamination
846,2019-07-29,  FV Foods brand Hawaiian Sweet Roll recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Allergen - Egg,Allergen
847,2019-07-26,"  Idéale brand, Iceberg Premium brand and Originale Augustin brand ice cream and frozen yogurt products recalled due to possible presence of fine metal particles ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2019,July,Food,Extraneous Material,Extraneous Material
848,2019-07-25,  Health Canada reminds Canadians about the risks of consuming apricot kernels ,1.0,Not Categorized,Health Canada,General Public,Class 1,information update,2019,July,Food,Cyanide Poisoning,Other
849,2019-07-25,  Western Family brand Original Wild Sockeye Smoked Salmon Nuggets recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Microbiological - Listeria,Microbiological Contamination
850,2019-07-23,  Gaia Garden Herbal Dispensary brand Gaia Balancing Tea recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,July,Food,Microbiological - Salmonella,Microbiological Contamination
851,2019-07-23,  Ryki brand Gouda Cheese Slices recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Microbiological - Listeria,Microbiological Contamination
852,2019-07-20,  Iceberg brand and Originale Augustin brand ice cream sandwiches recalled due to possible presence of fine metal particles ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,July,Food,Extraneous Material,Extraneous Material
853,2019-07-19,  Skinnygirl brand Belgian Dark Chocolate Truffles recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,July,Food,Allergen - Milk,Allergen
854,2019-07-19,  Certain Pacific Oysters may be unsafe due to a marine biotoxin which causes Paralytic Shellfish Poisoning ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Marine Biotoxin,Other
855,2019-07-16,"  Shirakiku brand Frozen Fish Cakes recalled due to undeclared egg, milk, shrimp and octopus ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2019,July,Food,"Allergen - Crustacean/Shellfish, Allergen - Egg, Allergen - Fish, Allergen - Milk",Allergen
856,2019-07-16,  Ground bison products recalled due to E. coli O121 and O103 ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2019,July,Food,"Microbiological - E. coli O103, Microbiological - E. coli O121",Microbiological Contamination
857,2019-07-12,"  Farm Boy brand Keto Chicken Cobb Salad and Power Protein Salad recalled due to undeclared egg, milk and soy ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,July,Food,"Allergen - Egg, Allergen - Milk, Allergen - Soy",Allergen
858,2019-07-12,  Probar brand bars recalled due to undeclared milk and soy ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,"Allergen - Milk, Allergen - Soy",Allergen
859,2019-07-10,  Shirakiku brand Frozen Fish Cakes recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Allergen - Egg,Allergen
860,2019-07-09,  Point Queen Fisheries Ltd. brand clams recalled due to a marine biotoxin which causes Paralytic Shellfish Poisoning (PSP) ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2019,July,Food,Marine Biotoxin,Other
861,2019-07-09,  Eat Smart brand 794 G (28 OZ) Sweet Kale Vegetable Salad Bag Kit recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Microbiological - Listeria,Microbiological Contamination
862,2019-07-08,  Health Canada reminds pregnant women of the importance of food safety ,1.0,Not Categorized,Health Canada,General Public,Class 1,information update,2019,July,Food,"Other, Affects children, pregnant or breast feeding women",Other
863,2019-07-05,  Jongilpoom brand Enoki mushrooms recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2019,July,Food,Microbiological - Listeria,Microbiological Contamination
864,2019-07-03,  Chocolats Favoris brand Frozen Bar - Soy Chocolate (Vegan) recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,July,Food,Allergen - Milk,Allergen
865,2019-07-02,  Wang Korea Buldak Bong brand and Wang Korea BBQ Bong brand Fish Sausage recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,July,Food,Allergen - Egg,Allergen
866,2019-07-02,  Salish Sea Foods LP brand Farmed Oysters recalled due to Vibrio parahaemolyticus ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,July,Food,Microbiological - Other,Microbiological Contamination
867,2019-07-02,  Dongé brand Coulommiers raw milk cheese recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,July,Food,Microbiological - Listeria,Microbiological Contamination
868,2019-07-02,  Information Update - Health Canada reminds Canadians of food safety tips for shopping at farmers' markets ,1.0,Not Categorized,Health Canada,General Public,Class 1,information update,2019,July,Food,Other,Other
869,2019-06-28,  Co-Op Gold brand Asian Appetizers Variety Pack recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,June,Food,Extraneous Material,Extraneous Material
870,2019-06-20,  Substance use during summer events and festivals ,1.0,Not Categorized,Health Canada,General Public,Class 1,information update,2019,June,Food,"Drugs, Affects children, pregnant or breast feeding women, Medical Cannabis",Other
871,2019-06-19,  Gelsius brand IQF Raspberries (Frozen) recalled due to Norovirus ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,June,Food,Microbiological - Other,Microbiological Contamination
872,2019-06-14,  Certain fish cake products recalled by Korea Food Trading Ltd. due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,June,Food,Allergen - Egg,Allergen
873,2019-06-05,  Health Canada reminds Canadians of the risks associated with consuming unprocessed donor human milk ,1.0,Not Categorized,Health Canada,General Public,Class 1,information update,2019,June,Food,"Affects children, pregnant or breast feeding women",Other
874,2019-06-03,"  MyChopChop brand ""Grounded Peper"" recalled due to Salmonella ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2019,June,Food,Microbiological - Salmonella,Microbiological Contamination
875,2019-06-02,  Gelsius brand IQF Raspberries (Frozen) recalled due to Norovirus ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2019,June,Food,Microbiological - Other,Microbiological Contamination
876,2019-05-29,  ChoripDong brand Frozen Par Fried Fish Cake recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,May,Food,Allergen - Egg,Allergen
877,2019-05-23,  Caffiend brand Cappuccino Stout Beer recalled due to bursting cans ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,May,Food,Other,Other
878,2019-05-21,  Laskol brand Chrzan recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,May,Food,Allergen - Milk,Allergen
879,2019-05-10,  ChoripDong brand Frozen Par Fried Fish Cake recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,May,Food,Allergen - Egg,Allergen
880,2019-05-10,  Kind Organics brand Crunchy Bean Mix recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,May,Food,Microbiological - Other,Microbiological Contamination
881,2019-05-09,  ChoripDong brand Frozen Par Fried Fish Cake recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,May,Food,Allergen - Egg,Allergen
882,2019-05-07,  Feeding Change brand Young Thai Coconut Meat recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,May,Food,Microbiological - Salmonella,Microbiological Contamination
883,2019-05-07,  1st Choice brand Cut Kimchi recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,May,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
884,2019-05-06,  Vogel's Fine Meats & Sausages brand Krainer Sausages and Fine Bratwurst recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,May,Food,Allergen - Mustard,Allergen
885,2019-05-02,  Patak's brand Tikka Masala and Butter Chicken 3 Step recalled due to undeclared cashew and mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,May,Food,"Allergen - Mustard, Allergen - Tree Nut",Allergen
886,2019-05-01,  Yamnuska Backcountry Kitchen brand Vegetarian Chili and Vegetarian Shepherd's Pie recalled due to undeclared soy ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,May,Food,Allergen - Soy,Allergen
887,2019-04-29,"  Le Pic brand ""Saint-Félicien"" cheese recalled due to E. coli O26 ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2019,April,Food,Microbiological - E. coli O26,Microbiological Contamination
888,2019-04-27,  Kind Organics brand Alfalfa recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,April,Food,Microbiological - Other,Microbiological Contamination
889,2019-04-17,  Livefit brand Pulled Pork and Brussel Sprouts Au Gratin recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,April,Food,Extraneous Material,Extraneous Material
890,2019-04-16,  Kind Organics brand Alfalfa and Broccoli Brassica recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,April,Food,Microbiological - Other,Microbiological Contamination
891,2019-04-15,  Cuorenero brand Ccandyz Flamingo Lovers Confections recalled due to undeclared almond and hazelnut ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,April,Food,Allergen - Tree Nut,Allergen
892,2019-04-14,  Feeding Change brand Young Thai Coconut Meat recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,April,Food,Microbiological - Salmonella,Microbiological Contamination
893,2019-04-12,  Kokkinos Oreinos brand Kriti Graviera recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,April,Food,Microbiological - Other,Microbiological Contamination
894,2019-04-11,  Marc Angelo brand chicken and pork products recalled due to undeclared soy and wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,April,Food,"Allergen - Soy, Allergen - Wheat",Allergen
895,2019-04-11,  Prana Organic brand Dried Figs recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,April,Food,Extraneous Material,Extraneous Material
896,2019-04-11,  Compliments Balance brand Lean Turkey Meatballs recalled due to presence of bone fragments ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,April,Food,Extraneous Material,Extraneous Material
897,2019-04-05,  H-Bakery brand Soboru recalled due to undeclared allergens ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,April,Food,"Allergen - Egg, Allergen - Gluten, Allergen - Milk, Allergen - Peanut, Allergen - Tree Nut, Allergen - Wheat",Allergen
898,2019-04-03,  Be Sweet Company brand Queen of Hearts Joyful Jellies recalled due to undeclared gluten ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,April,Food,Allergen - Gluten,Allergen
899,2019-04-03,  Organic Irish Cream Tulsi recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,April,Food,Microbiological - Salmonella,Microbiological Contamination
900,2019-04-02,  Woash Wellness brand Me Time Loose-Leaf Tea recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,April,Food,Microbiological - Salmonella,Microbiological Contamination
901,2019-03-27,  Westholme Tea Company brand Teas recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,March,Food,Microbiological - Salmonella,Microbiological Contamination
902,2019-03-26,  Naked Teas Galore brand Teas recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,March,Food,Microbiological - Salmonella,Microbiological Contamination
903,2019-03-22,  Mixed Pumpkin Yam Tea recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,March,Food,Allergen - Milk,Allergen
904,2019-03-21,  Compliments Balance brand Extra Lean Turkey Meatballs recalled due to presence of bone fragments ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,March,Food,Extraneous Material,Extraneous Material
905,2019-03-21,  Amira brand Soup Mix Minestrone recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,March,Food,Extraneous Material,Extraneous Material
906,2019-03-20,  Cedar Phoenicia brand Layer Izmir Figs recalled due to off odour ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,March,Food,Other,Other
907,2019-03-19,  Certain chicken breast strip products recalled by Olymel S.E.C. / L.P. due to undercooking ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2019,March,Food,Microbiological - Salmonella,Microbiological Contamination
908,2019-03-18,"  Coastal Waters brand Stuffed Sole with Garlic and Cream Cheese recalled due to undeclared shrimp, egg, soy, wheat ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,March,Food,"Allergen - Crustacean/Shellfish, Allergen - Egg, Allergen - Soy, Allergen - Wheat",Allergen
909,2019-03-15,  Renée's Gourmet brand Tangerine & Lime Vinaigrette recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,March,Food,Allergen - Mustard,Allergen
910,2019-03-14,  Western Family brand Dinosaur Shaped Chicken Nuggets recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,March,Food,Extraneous Material,Extraneous Material
911,2019-03-05,  Flying Swallow brand Fennel recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,March,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
912,2019-02-28,"  Tartine Tarts Loving Pastries brand 4.25"" Shepherd's Pie recalled due to pieces of metal ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,February,Food,Extraneous Material,Extraneous Material
913,2019-02-26,  Debittered Brewers Yeast sold recalled due to undeclared peanut ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,food recall warning,2019,February,Food,Allergen - Peanut,Allergen
914,2019-02-22,  Various brands of debittered brewer's yeast recalled due to undeclared peanut ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,food recall warning,2019,February,Food,Allergen - Peanut,Allergen
