,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall class,Recall type,Identification number,Starting date:,Type of communication:,Alert sub-type:,Subcategory:,Hazard classification:,Source of recall:,Recalling firm:,Distribution:,Extent of the product distribution:,CFIA reference number:,Issue:,Audience:,Identification number:,Posting date:
0,2019-09-25,"
  Randsland brand Super Salad Kit and Randsland brand Kale recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"September 25, 2019",Recall,Updated Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Randsland Farms Inc.,"Prince Edward Island, New Brunswick, Nova Scotia, Newfoundland and Labrador",Retail,13226,,,,
0,2019-09-25,"
  Ryding-Regency Meat Packers Ltd. brand beef and veal products recalled due to E. coli O157:H7 
",,,,,,,,,,,notification,,"September 25, 2019",Recall,Notification,Microbiological - E. coli O157:H7,Class 1,Canadian Food Inspection Agency,Ryding-Regency Meat Packers Ltd.,"New Brunswick, Ontario",Hotel/Restaurant/Institutional,13230,,,,
0,2019-09-24,"
  Ryding-Regency Meat Packers Ltd. brand Beef Cheek Meat Less Than 5% Water Retention recalled due to E. coli O157:H7 
",,,,,,,,,,,notification,,"September 24, 2019",Recall,Notification,Microbiological - E. coli O157:H7,Class 1,Canadian Food Inspection Agency,Ryding-Regency Meat Packers Ltd.,Quebec,Hotel/Restaurant/Institutional,13228,,,,
0,2019-09-24,"
  Randsland brand Super Salad Kit and Randsland brand Kale recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"September 24, 2019",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Randsland Farms Inc.,"New Brunswick, Newfoundland and Labrador, Nova Scotia",Retail,13226,,,,
0,2019-09-21,"
  Alpha Meat Packers Ltd. brand ground beef, ground pork and burger products recalled due to E. coli O157:H7 
",,,,,,,,,,,notification,,"September 21, 2019",Recall,Notification,Microbiological - E. coli O157:H7,Class 1,Canadian Food Inspection Agency,Alpha Meat Packers Ltd.,Quebec,Hotel/Restaurant/Institutional,13222,,,,
0,2019-09-20,"
  Parador Plus brand Bouillon Chicken Concentrate recalled due to yeast and mould 
",,,,,,,,,,,notification,,"September 20, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Les Aliments Parador Foods Inc.,Quebec,Hotel/Restaurant/Institutional,13227,,,,
0,2019-09-20,"
  Alpha Meat Packers Ltd. brand Beef Burgers and Lean Ground Beef recalled due to E. coli O157:H7 
",,,,,,,,,,,notification,,"September 20, 2019",Recall,Notification,Microbiological - E. coli O157:H7,Class 1,Canadian Food Inspection Agency,Alpha Meat Packers Ltd.,Quebec,Hotel/Restaurant/Institutional,13221,,,,
0,2019-09-19,"
  Probar brand The Simply Real Bar – Chocolate Coconut Flavour recalled due to undeclared milk and soy 
",,,,,,,,,,,food recall warning,,"September 19, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Milk, Allergen - Soy",Class 1,Canadian Food Inspection Agency,Horizon Distributors Ltd.,"Alberta, British Columbia, Manitoba, Northwest Territories, Saskatchewan, Yukon",Retail,13220,,,,
0,2019-09-18,"
  Gatorade Frost brand Thirst Quencher - Glacier Freeze recalled due to mould 
",,,,,,,,,,,notification,,"September 18, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Pepsico Beverages Canada,National,Retail,13215,,,,
0,2019-09-17,"
  Lal Qilla brand Fried Onions recalled due to pieces of metal 
",,,,,,,,,,,notification,,"September 17, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Amrita Trading Co,Ontario,Retail,13209,,,,
0,2019-09-13,"
  McCain brand Extra Crunchy Tater Crisps recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"September 13, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,McCain Foods (Canada),National,Retail,13208,,,,
0,2019-09-13,"
  QQ Fish brand Mushroom Fish Ball due to undeclared egg 
",,,,,,,,,,,food recall warning,,"September 13, 2019",Recall,Updated Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,TLW Trading Ltd.,"British Columbia, Quebec",Consumer,13207,,,,
0,2019-09-13,"
  Abbott brand Calcilo XD Powder recalled due to rancidity and off-colour 
",,,,,,,,,,,food recall warning,,"September 13, 2019",Recall,Food Recall Warning,"Chemical, Microbiological - Other, Other",Class 2,Canadian Food Inspection Agency,Abbott Laboratories,"Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Quebec, Saskatchewan, Newfoundland and Labrador",Consumer,13210,,,,
0,2019-09-12,"
  Various brands of pâtés, mousses, terrines and rillettes recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"September 12, 2019",Recall,Updated Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Les Spécialités Prodal (1975) Ltée,"Ontario, Quebec",Consumer,13212,,,,
0,2019-09-12,"
  IQF Peas and Carrots recalled due to presence of rock and pieces of wood 
",,,,,,,,,,,notification,,"September 12, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Alasko Foods Inc.,Ontario,"Retail, Hotel/Restaurant/Institutional",13206,,,,
0,2019-09-10,"
  Tostitos brand Medium Salsa Con Queso recalled due to spoilage 
",,,,,,,,,,,notification,,"September 10, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,PepsiCo Foods Canada,Ontario,Retail,13184,,,,
0,2019-09-10,"
  Alasko brand IQF Peas and Carrots recalled due to presence of rocks and pieces of wood 
",,,,,,,,,,,notification,,"September 10, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Alasko Foods Inc.,"New Brunswick, Ontario, Quebec, Newfoundland and Labrador","Retail, Hotel/Restaurant/Institutional",13203,,,,
0,2019-09-06,"
  88 Soy & Fish brand Pre-Fried Cuttlefish Flavoured Fish Cake recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"September 6, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 3,Canadian Food Inspection Agency,TLW Trading Ltd.,British Columbia,Retail,13198,,,,
0,2019-09-05,"
  St-Hubert brand Chicken Breast Nuggets recalled due to presence of bone fragments 
",,,,,,,,,,,food recall warning,,"September 5, 2019",Recall,Updated Food Recall Warning,Extraneous Material,Class 2,Canadian Food Inspection Agency,Maître Saladier Inc.,"New Brunswick, Ontario, Possibly National, Quebec",Retail,13196,,,,
0,2019-09-05,"
  Portofino brand Cinnamon Sugar Coffee Cake recalled due to undeclared walnuts 
",,,,,,,,,,,food recall warning,,"September 5, 2019",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 3,Canadian Food Inspection Agency,Portofino Bakery,British Columbia,Retail,13193,,,,
0,2019-09-05,"
  Seafood products recalled due to undeclared sesame and fish 
",,,,,,,,,,,food recall warning,,"September 5, 2019",Recall,Food Recall Warning,"Allergen - Fish, Allergen - Sesame Seeds",Class 2,Canadian Food Inspection Agency,Korea Food Trading Ltd.,Ontario,Retail,13197,,,,
0,2019-09-05,"
  Le Meilleur Enr. brand Yummies recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"September 5, 2019",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 2,Canadian Food Inspection Agency,Jacques Lemieux (Grossiste) Inc.,"New Brunswick, Quebec",Retail,13234,,,,
0,2019-09-04,"
  Microbrasserie Charlevoix brand Extra Strong Beer Dominus Vobiscum Triple recalled due to bursting bottles 
",,,,,,,,,,,notification,,"September 4, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Microbrasserie Charlevoix (2007) Inc.,Quebec,Retail,13189,,,,
0,2019-09-04,"
  St-Hubert brand Chicken Breast Nuggets recalled due to presence of bone fragments 
",,,,,,,,,,,food recall warning,,"September 4, 2019",Recall,Updated Food Recall Warning,Extraneous Material,Class 2,Canadian Food Inspection Agency,Maître Saladier Inc.,"New Brunswick, Ontario, Possibly National, Quebec",Retail,13187,,,,
0,2019-08-30,"
  St-Hubert brand Chicken Breast Nuggets recalled due to presence of bone fragments 
",,,,,,,,,,,food recall warning,,"August 30, 2019",Recall,Food Recall Warning,Extraneous Material,Class 2,Canadian Food Inspection Agency,Maître Saladier Inc.,"Ontario, Quebec",Retail,13187,,,,
0,2019-08-30,"
  Certain The Deli-Shop brand Pâtés recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"August 30, 2019",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Les Spécialités Prodal (1975) Ltée,Quebec,Retail,13190,,,,
0,2019-08-30,"
  QQ Fish brand Fish Balls, Fish Cakes, and Seafood Balls recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"August 30, 2019",Recall,Updated Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,TLW Trading Ltd.,"Alberta, British Columbia, Quebec",Retail,13182,,,,
0,2019-08-30,"
  Rinag brand Chicken Samosas recalled due to stones, pieces of wood and other extraneous material 
",,,,,,,,,,,notification,,"August 30, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Rinag Foods Inc.,Ontario,Retail,13194,,,,
0,2019-08-30,"
  Delmonico's Restaurant brand salad dressing recalled due to undeclared mustard 
",,,,,,,,,,,food recall warning,,"August 30, 2019",Recall,Food Recall Warning (Allergen),Allergen - Mustard,Class 1,Canadian Food Inspection Agency,Dovetale Collections,National,Retail,13205,,,,
0,2019-08-23,"
  The Good Diet (TGD) brand Protein Meals recalled due to undeclared soy 
",,,,,,,,,,,food recall warning,,"August 23, 2019",Recall,Food Recall Warning (Allergen),Allergen - Soy,Class 2,Canadian Food Inspection Agency,9355936 Canada Inc.,Ontario,Retail,13177,,,,
0,2019-08-23,"
  Rosemount brand cooked diced chicken recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"August 23, 2019",Recall,Updated Food Recall Warning,Microbiological - Listeria,Class 2,Canadian Food Inspection Agency,Rosemount Sales and Marketing,"British Columbia, Manitoba, Ontario, Possibly National",Hotel/Restaurant/Institutional,13174,,,,
0,2019-08-23,"
  Western Family brand Grab N'Go - Veggie Crisps recalled due to undeclared sulphites, almond, peanut, soy and wheat 
",,,,,,,,,,,food recall warning,,"August 23, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Peanut, Allergen - Soy, Allergen - Sulphites, Allergen - Tree Nut, Allergen - Wheat",Class 3,Canadian Food Inspection Agency,Golden Boy Foods Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",Retail,13173,,,,
0,2019-08-21,"
  Reuven International Ltd brand Natural Proportion Cooked Chicken Meat (Diced) and Sysco brand Natural Proportions Cooked Shredded Chicken recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"August 21, 2019",Recall,Updated Food Recall Warning,Microbiological - Listeria,Class 2,Canadian Food Inspection Agency,Reuven International Ltd,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Ontario, Possibly National, Quebec, Saskatchewan",Hotel/Restaurant/Institutional,13169,,,,
0,2019-08-20,"
  Krazy Dan's brand Pickled Weiners and Mild Sauce recalled due to undeclared sulphites, mustard, soy and wheat 
",,,,,,,,,,,food recall warning,,"August 20, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Mustard, Allergen - Soy, Allergen - Sulphites, Allergen - Wheat",Class 2,Canadian Food Inspection Agency,Krazy Dan's Pickled Products,Ontario,Retail,13159,,,,
0,2019-08-20,"
  Grained Salmon Caviar recalled due to potential presence of dangerous bacteria 
",,,,,,,,,,,food recall warning,,"August 20, 2019",Recall,Updated Food Recall Warning,Microbiological - Clostridium botulinum,Class 1,Canadian Food Inspection Agency,Kananaskistrade,"Ontario, Possibly National",Retail,13164,,,,
0,2019-08-20,"
  Health Canada reminds Canadians of important summer food safety tips 
",,,,,,,,,,,information update,,"August 20, 2019",Information Update,,Other,,Health Canada,,,,,Food Safety,General Public,RA-70787,
0,2019-08-19,"
  London Gourmet brand Monster Snack Mix recalled due to undeclared almond 
",,,,,,,,,,,food recall warning,,"August 19, 2019",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 3,Canadian Food Inspection Agency,Golden Boy Foods Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",,13163,,,,
0,2019-08-18,"
  Rosemount brand cooked diced chicken meat recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"August 18, 2019",Recall,Food Recall Warning,Microbiological - Listeria,Class 2,Canadian Food Inspection Agency,Rosemount Sales and Marketing,"Alberta, British Columbia, Manitoba, Nova Scotia, Ontario, Possibly National, Quebec, Saskatchewan",Hotel/Restaurant/Institutional,13132,,,,
0,2019-08-16,"
  Heinz brand Turkey Stew baby food recalled due to presence of insects 
",,,,,,,,,,,food recall warning,,"August 16, 2019",Recall,Food Recall Warning,Extraneous Material,Class 3,Canadian Food Inspection Agency,Kraft Heinz Canada,"British Columbia, Ontario, Quebec, Saskatchewan, Newfoundland and Labrador",Retail,13162,,,,
0,2019-08-14,"
  QQ Fish brand Fish Balls and Fish Cakes recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"August 14, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 3,Canadian Food Inspection Agency,TLW Trading Ltd.,"Alberta, British Columbia, Quebec",Retail,13153,,,,
0,2019-08-14,"
  Easy Home Chef brand meat products recalled due to undeclared wheat 
",,,,,,,,,,,food recall warning,,"August 14, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Wheat",Class 2,Canadian Food Inspection Agency,Easy Home Chef,Ontario,Retail,13111,,,,
0,2019-08-14,"
  Grained Salmon Caviar recalled due to potential presence of dangerous bacteria 
",,,,,,,,,,,food recall warning,,"August 14, 2019",Recall,Food Recall Warning,Microbiological - Clostridium botulinum,Class 1,Canadian Food Inspection Agency,Kananaskistrade,"Ontario, Possibly National",Retail,,,,,
0,2019-08-14,"
  CFIA advises consumers to use caution with infant formula products due to potential product substitution and/or tampering 
",,,,,,,,,,,food recall warning,,"August 14, 2019",Advisory,Consumer Advisory,Tampering,--,Canadian Food Inspection Agency,--,Alberta,Retail,,,,,
0,2019-08-14,"
  QQ Fish brand Mushroom Fish Ball recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"August 14, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,TLW Trading Ltd.,"Alberta, British Columbia, Quebec",Retail,13153,,,,
0,2019-08-12,"
  Dawn Food Products Inc. brand powdered ingredients recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"August 12, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Dawn Food Products Inc.,"Alberta, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Hotel/Restaurant/Institutional,13145,,,,
0,2019-08-09,"
  West Of The 5th brand Hard Tea recalled due to bursting bottles 
",,,,,,,,,,,notification,,"August 9, 2019",Recall,Notification,Other,Class 3,Canadian Food Inspection Agency,Shady Lane Estate,Alberta,Retail,13148,,,,
0,2019-08-09,"
  Zaher's brand Hummus recalled due to undeclared sesame and sulphites 
",,,,,,,,,,,food recall warning,,"August 9, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Sesame Seeds, Allergen - Sulphites",Class 2,Canadian Food Inspection Agency,Zaher's Small Batch,Ontario,Retail,13142,,,,
0,2019-08-08,"
  Stoked Oats brand Aphrodisi-Oats - Oatmeal Blend with Flax & Chia recalled due to presence of insect matter 
",,,,,,,,,,,notification,,"August 8, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Stoked Oats Ltd.,National,Retail,13139,,,,
0,2019-08-07,"
  Lazar Yitzchok brand Glatt Kosher Beef Burgers recalled due to pieces of bone 
",,,,,,,,,,,notification,,"August 7, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Lazar Yitzchok Glatt Kosher Meats,Ontario,Retail,13140,,,,
0,2019-08-07,"
  FV Foods brand Mini Pandeleche Milk Bun recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"August 7, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 3,Canadian Food Inspection Agency,FV Foods,National,Retail,13136,,,,
0,2019-08-01,"
  Flamingo brand Chicken Breast Fillets - Gluten Free recalled due to undeclared allergens 
",,,,,,,,,,,food recall warning,,"August 1, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Egg, Allergen - Gluten, Allergen - Soy, Allergen - Wheat",Class 2,Canadian Food Inspection Agency,Olymel S.E.C. / L.P.,Quebec,Retail,13129,,,,
0,2019-07-31,"
  Grenache brand Caramel Spread recalled due to rancidity 
",,,,,,,,,,,notification,,"July 31, 2019",Recall,Notification,Other,Class 3,Canadian Food Inspection Agency,Smucker Foods of  Canada Corp.,"Ontario, Quebec",Retail,13116,,,,
0,2019-07-29,"
  Ryki brand Rycki Edam Cheese Slices recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"July 29, 2019",Recall,Updated Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Polish Trade Center Ltd.,Ontario,Retail,13126,,,,
0,2019-07-29,"
  FV Foods brand Hawaiian Sweet Roll recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"July 29, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,FV Foods,National,Retail,13127,,,,
0,2019-07-26,"
  Idéale brand, Iceberg Premium brand and Originale Augustin brand ice cream and frozen yogurt products recalled due to possible presence of fine metal particles 
",,,,,,,,,,,food recall warning,,"July 26, 2019",Recall,Updated Food Recall Warning,Extraneous Material,Class 2,Canadian Food Inspection Agency,Agropur Cooperative,"Ontario, Quebec",Consumer,13109,,,,
0,2019-07-25,"
  Health Canada reminds Canadians about the risks of consuming apricot kernels 
",,,,,,,,,,,information update,,"July 25, 2019",Information Update,,Cyanide Poisoning,,Health Canada,,,,,Food Safety,General Public,RA-70545,"July 25, 2019"
0,2019-07-25,"
  Western Family brand Original Wild Sockeye Smoked Salmon Nuggets recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"July 25, 2019",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Delta Pacific Seafood Ltd.,"Alberta, British Columbia, Possibly National",Retail,13058,,,,
0,2019-07-23,"
  Gaia Garden Herbal Dispensary brand Gaia Balancing Tea recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"July 23, 2019",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Gaia Garden Herbals Inc.,British Columbia,Retail,13118,,,,
0,2019-07-23,"
  Ryki brand Gouda Cheese Slices recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"July 23, 2019",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Polish Trade Center Ltd.,Ontario,Retail,13119,,,,
0,2019-07-20,"
  Iceberg brand and Originale Augustin brand ice cream sandwiches recalled due to possible presence of fine metal particles 
",,,,,,,,,,,food recall warning,,"July 20, 2019",Recall,Food Recall Warning,Extraneous Material,Class 2,Canadian Food Inspection Agency,Agropur Cooperative,National,Retail,13109,,,,
0,2019-07-19,"
  Skinnygirl brand Belgian Dark Chocolate Truffles recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"July 19, 2019",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 2,Canadian Food Inspection Agency,TJX Canada,"Alberta, British Columbia, Prince Edward Island, Manitoba, New Brunswick, Nova Scotia, Ontario, Saskatchewan, Newfoundland and Labrador",Retail,13097,,,,
0,2019-07-19,"
  Certain Pacific Oysters may be unsafe due to a marine biotoxin which causes Paralytic Shellfish Poisoning 
",,,,,,,,,,,food recall warning,,"July 19, 2019",Recall,Food Recall Warning,Marine Biotoxin,Class 1,Canadian Food Inspection Agency,"Albion Fisheries Ltd. (Richmond), Union Bay Seafood Ltd.","Alberta, British Columbia, Ontario",Retail,13110,,,,
0,2019-07-16,"
  Shirakiku brand Frozen Fish Cakes recalled due to undeclared egg, milk, shrimp and octopus 
",,,,,,,,,,,food recall warning,,"July 16, 2019",Recall,Updated Food Recall Warning (Allergen),"Allergen - Crustacean/Shellfish, Allergen - Egg, Allergen - Fish, Allergen - Milk",Class 1,Canadian Food Inspection Agency,"Wismettac Asian Foods, Inc.","Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan",Consumer,13078,,,,
0,2019-07-16,"
  Ground bison products recalled due to E. coli O121 and O103 
",,,,,,,,,,,food recall warning,,"July 16, 2019",Recall,Food Recall Warning,"Microbiological - E. coli O103, Microbiological - E. coli O121",Class 1,Canadian Food Inspection Agency,Northfork Bison Distributions Inc.,National,Consumer,13103,,,,
0,2019-07-12,"
  Farm Boy brand Keto Chicken Cobb Salad and Power Protein Salad recalled due to undeclared egg, milk and soy 
",,,,,,,,,,,food recall warning,,"July 12, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Egg, Allergen - Milk, Allergen - Soy",Class 3,Canadian Food Inspection Agency,Farm Boy Central Operations,Ontario,Retail,13089,,,,
0,2019-07-12,"
  Probar brand bars recalled due to undeclared milk and soy 
",,,,,,,,,,,food recall warning,,"July 12, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Milk, Allergen - Soy",Class 1,Canadian Food Inspection Agency,"Probar LLC., Purity Life Health Products Ltd., PSC Natural Foods, Mountain Equipment Co-op",National,Retail,13091,,,,
0,2019-07-10,"
  Shirakiku brand Frozen Fish Cakes recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"July 10, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,"Wismettac Asian Foods, Inc.","Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan",Retail,13078,,,,
0,2019-07-09,"
  Point Queen Fisheries Ltd. brand clams recalled due to a marine biotoxin which causes Paralytic Shellfish Poisoning (PSP) 
",,,,,,,,,,,notification,,"July 9, 2019",Recall,Notification,Marine Biotoxin,Class 2,Canadian Food Inspection Agency,Point Queen Fisheries Ltd.,New Brunswick,Hotel/Restaurant/Institutional,13079,,,,
0,2019-07-09,"
  Eat Smart brand 794 G (28 OZ) Sweet Kale Vegetable Salad Bag Kit recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"July 9, 2019",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Fresh Taste Produce Ltd.,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Retail,13081,,,,
0,2019-07-08,"
  Health Canada reminds pregnant women of the importance of food safety 
",,,,,,,,,,,information update,,"July 8, 2019",Information Update,,"Other, Affects children, pregnant or breast feeding women",,Health Canada,,,,,Food Safety,General Public,RA-70379,
0,2019-07-05,"
  Jongilpoom brand Enoki mushrooms recalled due to Listeria monocytogenes 
",,,,,,,,,,,notification,,"July 5, 2019",Recall,Notification,Microbiological - Listeria,--,Canadian Food Inspection Agency,Emperor Speciality Foods Limited,"Alberta, British Columbia",Hotel/Restaurant/Institutional,13072,,,,
0,2019-07-03,"
  Chocolats Favoris brand Frozen Bar - Soy Chocolate (Vegan) recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"July 3, 2019",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 3,Canadian Food Inspection Agency,9179-3323 Québec Inc. (Délifruits Inc.),"British Columbia, Ontario, Quebec",Retail,13071,,,,
0,2019-07-02,"
  Wang Korea Buldak Bong brand and Wang Korea BBQ Bong brand Fish Sausage recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"July 2, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 3,Canadian Food Inspection Agency,Redfrog Enterprises Ltd.,"Alberta, British Columbia",Retail,13070,,,,
0,2019-07-02,"
  Salish Sea Foods LP brand Farmed Oysters recalled due to Vibrio parahaemolyticus 
",,,,,,,,,,,notification,,"July 2, 2019",Recall,Notification,Microbiological - Other,Class 3,Canadian Food Inspection Agency,Salish Sea Foods LP,British Columbia,Warehouse,13063,,,,
0,2019-07-02,"
  Dongé brand Coulommiers raw milk cheese recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"July 2, 2019",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Les Dépendances,Quebec,Retail,13066,,,,
0,2019-07-02,"
  Information Update - Health Canada reminds Canadians of food safety tips for shopping at farmers' markets 
",,,,,,,,,,,information update,,"July 2, 2019",Information Update,,Other,,Health Canada,,,,,Food Safety,General Public,RA-70337,
0,2019-06-28,"
  Co-Op Gold brand Asian Appetizers Variety Pack recalled due to pieces of metal 
",,,,,,,,,,,notification,,"June 28, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Nemfood Corporation,"Alberta, Manitoba, Saskatchewan",Retail,13056,,,,
0,2019-06-20,"
  Substance use during summer events and festivals 
",,,,,,,,,,,information update,,"June 20, 2019",Information Update,,"Drugs, Affects children, pregnant or breast feeding women, Medical Cannabis",,Health Canada,,,,,"Important Safety Information, Food Safety, Poisoning Hazard","General Public, Healthcare Professionals",RA-70235,
0,2019-06-19,"
  Gelsius brand IQF Raspberries (Frozen) recalled due to Norovirus 
",,,,,,,,,,,notification,,"June 19, 2019",Recall,Notification,Microbiological - Other,Class 3,Canadian Food Inspection Agency,Farinex Distribution,"Manitoba, New Brunswick, Newfoundland and Labrador, Nunavut, Ontario, Quebec","Hotel/Restaurant/Institutional, Retail",13046,,,,
0,2019-06-14,"
  Certain fish cake products recalled by Korea Food Trading Ltd. due to undeclared egg 
",,,,,,,,,,,food recall warning,,"June 14, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 2,Canadian Food Inspection Agency,Korea Food Trading Ltd.,"Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec","Retail, Hotel/Restaurant/Institutional",13042,,,,
0,2019-06-05,"
  Health Canada reminds Canadians of the risks associated with consuming unprocessed donor human milk 
",,,,,,,,,,,information update,,"June 5, 2019",Information Update,,"Affects children, pregnant or breast feeding women",,Health Canada,,,,,,,RA-70133,
0,2019-06-03,"
  MyChopChop brand ""Grounded Peper"" recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"June 3, 2019",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,MyChopChop,Possibly National,Consumer,13022,,,,
0,2019-06-02,"
  Gelsius brand IQF Raspberries (Frozen) recalled due to Norovirus 
",,,,,,,,,,,notification,,"June 2, 2019",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Distribution Farinex (113712 Canada Inc.),"New Brunswick, Newfoundland and Labrador, Nunavut, Ontario, Quebec",Hotel/Restaurant/Institutional,13021,,,,
0,2019-05-29,"
  ChoripDong brand Frozen Par Fried Fish Cake recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"May 29, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 2,Canadian Food Inspection Agency,Seoul Trading Corporation,"Alberta, British Columbia, Saskatchewan","Retail, Hotel/Restaurant/Institutional",13012,,,,
0,2019-05-23,"
  Caffiend brand Cappuccino Stout Beer recalled due to bursting cans 
",,,,,,,,,,,notification,,"May 23, 2019",Recall,Notification,Other,Class 3,Canadian Food Inspection Agency,Microbrasserie 4 Origines,Quebec,Retail,12997,,,,
